name,category,price_tier,neighborhood,open_start,open_end,average_rating,good_for_kids,customer_review
volutpat dui,Italian,Cheap,Williamsburg,14:28:53.000,13:09:34.000,4.9,0,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
ultrices posuere,Spanish,Expensive,Downtown,13:51:51.000,9:42:42.000,3.0,0,
dignissim vestibulum,French,Expensive,Queens,12:35:28.000,18:50:12.000,1.0,0,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
in eleifend,Japanese,Expensive,Astoria,15:12:35.000,20:15:18.000,4.2,1,
turpis enim,American,Cheap,Park Slope,11:51:45.000,22:13:14.000,2.6,1,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis."
vestibulum velit id,Thai,Expensive,Upper West Side,21:17:47.000,15:50:47.000,3.5,1,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus."
sapien cum,Mexican,Cheap,Lower East Side,15:14:41.000,23:40:25.000,4.8,1,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus."
integer,Thai,Expensive,Lower East Side,19:58:07.000,8:12:29.000,4.3,1,
at,American,Cheap,Midtown,13:02:34.000,23:20:30.000,3.2,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus."
volutpat in congue,Indian,Expensive,Harlem,13:24:43.000,18:24:54.000,2.6,0,In congue. Etiam justo. Etiam pretium iaculis justo.
mauris,Indian,Cheap,Park Slope,11:07:52.000,22:50:47.000,2.7,1,
et,Japanese,Expensive,Upper East Side,20:24:17.000,13:03:19.000,3.7,0,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
ligula,Italian,Cheap,Upper West Side,18:13:13.000,19:31:19.000,4.6,0,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
felis,Japanese,Medium,Staten Island,13:33:10.000,12:02:08.000,5.0,0,
blandit ultrices enim,Spanish,Expensive,Upper West Side,20:01:57.000,14:31:18.000,4.6,0,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
semper porta volutpat,Japanese,Cheap,Williamsburg,21:08:59.000,12:27:13.000,3.6,1,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
id,Chinese,Medium,Midtown,18:43:49.000,9:47:29.000,4.6,0,
vestibulum proin eu,Italian,Medium,Staten Island,21:06:51.000,12:11:09.000,1.5,1,
suscipit a,French,Expensive,Upper West Side,14:59:44.000,19:02:20.000,1.7,1,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
eget nunc,Italian,Expensive,Downtown,14:18:41.000,15:06:34.000,1.5,0,
vitae consectetuer,French,Expensive,Manhattan,18:27:39.000,22:25:36.000,5.0,1,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
auctor gravida sem,Japanese,Expensive,Jackson Heights,12:06:54.000,12:03:33.000,2.9,1,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
lacinia sapien quis,Spanish,Medium,Staten Island,16:49:26.000,12:31:06.000,1.9,1,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat."
pellentesque eget nunc,Indian,Cheap,Staten Island,20:22:00.000,11:24:32.000,4.7,0,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
augue a suscipit,Italian,Expensive,Brooklyn,16:35:12.000,23:54:08.000,1.5,0,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
amet cursus,French,Expensive,Brooklyn,12:26:23.000,13:57:36.000,3.4,1,
vestibulum,Chinese,Medium,Staten Island,13:00:03.000,9:37:21.000,2.2,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus."
velit,Indian,Medium,Park Slope,15:46:22.000,18:38:34.000,3.4,1,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
augue,French,Expensive,Bronx,20:44:37.000,9:56:31.000,3.3,1,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
posuere cubilia curae,Italian,Expensive,Flushing,21:21:37.000,14:31:58.000,4.1,1,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris."
sit,American,Medium,East Village,16:26:28.000,9:52:30.000,2.3,0,
nulla,French,Cheap,Jackson Heights,13:58:13.000,23:57:39.000,2.9,1,
duis faucibus,Indian,Medium,Harlem,21:43:33.000,23:16:01.000,2.2,0,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
maecenas rhoncus,Chinese,Medium,Staten Island,12:11:30.000,19:52:38.000,3.0,1,
maecenas tincidunt,Greek,Cheap,Lower East Side,17:36:15.000,13:09:46.000,4.5,1,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
eros vestibulum,Spanish,Expensive,Downtown,20:25:47.000,13:33:08.000,3.1,0,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
porttitor lorem id,Spanish,Cheap,Flushing,15:16:51.000,16:58:43.000,3.9,0,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
odio in hac,Spanish,Cheap,Park Slope,12:03:27.000,12:07:28.000,1.1,0,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh."
consectetuer adipiscing elit,Mexican,Expensive,Harlem,19:23:45.000,18:31:19.000,3.2,1,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
viverra dapibus nulla,Italian,Cheap,Queens,19:40:49.000,15:13:21.000,2.3,0,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl."
erat,Chinese,Medium,Manhattan,13:16:09.000,16:51:02.000,3.1,1,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
sagittis nam,Spanish,Cheap,East Village,18:22:50.000,20:18:36.000,4.7,0,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus."
bibendum felis sed,American,Medium,Chelsea,16:25:39.000,10:41:03.000,4.6,1,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
id,American,Expensive,Downtown,20:19:12.000,17:52:37.000,4.1,0,
pretium,French,Expensive,Park Slope,19:26:08.000,15:52:41.000,2.3,1,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
urna,Mexican,Medium,Manhattan,20:00:46.000,20:07:05.000,1.1,0,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
velit eu est,Thai,Cheap,Downtown,19:28:21.000,8:25:19.000,1.3,0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
odio justo sollicitudin,American,Expensive,East Village,15:10:16.000,11:01:42.000,1.2,1,
proin interdum mauris,Thai,Cheap,Greenwich Village,11:27:44.000,11:48:10.000,1.3,0,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
vulputate nonummy,Greek,Expensive,Greenwich Village,14:11:51.000,22:26:45.000,2.7,0,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
quisque erat eros,Indian,Medium,Downtown,21:50:38.000,13:58:07.000,4.4,0,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
elementum ligula vehicula,Indian,Medium,Brooklyn,14:41:26.000,19:40:23.000,4.4,0,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
pede lobortis ligula,Mexican,Medium,Downtown,17:58:19.000,8:43:17.000,2.4,0,
non,Greek,Medium,Staten Island,17:37:35.000,10:18:55.000,4.4,1,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
sapien non,Japanese,Cheap,Midtown,13:01:47.000,14:49:46.000,3.8,1,
a,Greek,Expensive,Manhattan,13:20:17.000,9:14:54.000,3.5,0,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
mauris viverra,Mexican,Medium,Upper West Side,19:59:44.000,11:32:25.000,4.6,1,
nec condimentum,Japanese,Expensive,Midtown,14:58:00.000,14:00:28.000,2.3,0,
feugiat,American,Medium,Midtown,14:18:14.000,15:25:03.000,3.8,0,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet."
eu massa donec,Chinese,Expensive,Harlem,16:43:23.000,15:24:38.000,1.9,1,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
fringilla rhoncus mauris,Indian,Cheap,Downtown,12:36:41.000,12:01:32.000,2.5,1,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
mauris ullamcorper,Greek,Expensive,Downtown,19:37:39.000,8:37:49.000,4.5,0,
ultrices erat tortor,Indian,Expensive,Park Slope,13:53:52.000,11:12:09.000,1.6,1,Fusce consequat. Nulla nisl. Nunc nisl.
arcu sed,Italian,Medium,Chelsea,14:16:56.000,13:28:43.000,4.8,1,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
vestibulum eget vulputate,Greek,Cheap,Astoria,12:26:48.000,14:49:01.000,3.1,1,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
non velit donec,French,Cheap,Williamsburg,17:59:07.000,23:21:25.000,2.2,0,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
est,Thai,Expensive,Harlem,20:10:48.000,12:26:18.000,1.0,0,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus."
amet eros suspendisse,Italian,Expensive,Upper West Side,20:49:43.000,21:14:27.000,4.8,0,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
sed magna,Indian,Expensive,Jackson Heights,14:41:42.000,23:09:52.000,1.3,0,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
nulla sed vel,Italian,Cheap,Lower East Side,18:07:15.000,13:09:58.000,3.8,0,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet."
dolor vel,Greek,Cheap,Long Island City,16:22:35.000,13:38:22.000,2.0,1,
quam,Greek,Medium,Williamsburg,15:12:19.000,15:58:41.000,3.0,0,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
mi in porttitor,Thai,Cheap,Midtown,11:08:52.000,15:08:25.000,3.9,0,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
in faucibus orci,Mexican,Cheap,Lower East Side,18:52:34.000,13:22:30.000,1.4,1,
nisi,American,Expensive,Jackson Heights,13:09:16.000,18:35:29.000,1.2,1,
in sapien,Thai,Medium,Manhattan,13:10:30.000,10:54:54.000,1.8,0,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
neque,Greek,Expensive,Staten Island,13:39:46.000,11:02:27.000,1.6,1,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
sit amet,Spanish,Medium,Downtown,19:05:07.000,11:56:07.000,5.0,1,
ante,Thai,Expensive,Williamsburg,12:59:40.000,22:12:31.000,3.0,1,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
aliquam lacus morbi,Italian,Cheap,Greenwich Village,17:41:06.000,20:37:51.000,1.2,0,
lectus pellentesque,Indian,Cheap,Upper East Side,20:54:43.000,20:02:50.000,1.5,0,
rutrum nulla nunc,Japanese,Expensive,Long Island City,16:48:44.000,21:03:20.000,2.4,1,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
pede malesuada in,Indian,Medium,Greenwich Village,15:12:02.000,11:25:57.000,4.2,0,
porta,Indian,Medium,Staten Island,15:08:28.000,8:12:11.000,4.3,1,
mattis,Chinese,Expensive,Park Slope,15:15:15.000,16:47:12.000,3.9,1,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus."
tempus vel,Indian,Cheap,East Village,21:09:22.000,9:49:44.000,3.3,1,
lorem integer tincidunt,American,Expensive,Williamsburg,21:53:55.000,20:19:20.000,4.3,1,
pharetra magna vestibulum,Thai,Medium,Bronx,20:19:22.000,22:08:37.000,3.8,0,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus."
ut blandit non,Spanish,Expensive,Chelsea,14:32:20.000,8:41:10.000,3.8,0,
quis orci,Chinese,Medium,Midtown,11:43:39.000,11:14:51.000,3.3,1,
et tempus,Thai,Medium,Lower East Side,17:06:12.000,15:27:16.000,4.0,0,
felis fusce,Chinese,Expensive,Williamsburg,19:08:22.000,17:26:06.000,3.2,1,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
augue,French,Expensive,Brooklyn,11:50:52.000,20:35:08.000,2.5,1,
suscipit,Spanish,Expensive,Upper West Side,11:03:36.000,19:31:41.000,1.6,1,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
quam pharetra magna,American,Expensive,Greenwich Village,13:01:51.000,17:07:59.000,2.5,0,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl."
tempus vel,Japanese,Expensive,Long Island City,15:58:23.000,19:31:06.000,3.5,0,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
lectus suspendisse,Indian,Expensive,Jackson Heights,15:39:30.000,16:21:17.000,2.6,0,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus."
libero quis,Greek,Cheap,Brooklyn,16:36:35.000,13:15:03.000,1.7,1,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi."
nisl,Mexican,Expensive,Astoria,13:16:42.000,23:38:06.000,4.1,1,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
dui nec,Mexican,Cheap,Upper West Side,20:53:33.000,16:26:23.000,2.0,1,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
mauris,Mexican,Medium,Williamsburg,18:27:32.000,17:41:48.000,1.2,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
lorem integer,Thai,Cheap,East Village,16:16:02.000,14:28:54.000,4.2,1,
vestibulum,French,Cheap,Jackson Heights,14:55:26.000,14:06:15.000,2.5,1,
consectetuer eget rutrum,Thai,Cheap,Brooklyn,21:04:31.000,15:19:14.000,1.7,1,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus."
justo,American,Medium,Flushing,12:05:13.000,21:26:40.000,4.0,1,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
quis justo maecenas,Italian,Expensive,Upper East Side,18:39:15.000,19:11:45.000,2.7,0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
adipiscing elit,Chinese,Medium,Jackson Heights,21:59:19.000,23:24:52.000,4.1,0,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris."
pulvinar lobortis est,Japanese,Cheap,Park Slope,21:59:49.000,10:58:20.000,4.9,1,
